id	GSM4423295_con	GSM4423296_con	GSM4423297_con	GSM4423298_con	GSM4423299_con	GSM4423300_con	GSM4423301_con	GSM4423302_con	GSM4423303_con	GSM4423304_con	GSM4423305_con	GSM4423306_con	GSM4423307_con	GSM4423308_con	GSM4423309_con	GSM4423310_con	GSM4423311_con	GSM4423312_con	GSM4423313_con	GSM4423314_con	GSM4423315_con	GSM4423316_con	GSM4423317_con	GSM4423318_con	GSM4423319_con	GSM4423320_con	GSM4423321_con	GSM4423322_con	GSM4423323_con	GSM4423324_con	GSM4423325_con	GSM4423326_con	GSM4423327_con	GSM4423328_con	GSM4423329_con	GSM4423330_con	GSM4423332_con	GSM4423333_con	GSM4423334_con	GSM4423335_con	GSM4423336_con	GSM4423337_con	GSM4423338_con	GSM4423339_con	GSM4423340_con	GSM4423341_con	GSM4423342_con	GSM4423343_con	GSM4423344_con	GSM4159498_treat	GSM4159499_treat	GSM4159500_treat	GSM4159501_treat	GSM4159502_treat	GSM4159503_treat	GSM4159504_treat	GSM4159505_treat	GSM4159506_treat	GSM4159507_treat	GSM4159508_treat	GSM4159509_treat	GSM4159510_treat	GSM4159511_treat	GSM4159512_treat	GSM4159513_treat	GSM4159514_treat	GSM4159515_treat	GSM4159516_treat	GSM4159517_treat	GSM4159518_treat	GSM4159519_treat	GSM4159520_treat	GSM4159521_treat	GSM4159522_treat	GSM4159523_treat	GSM4159524_treat	GSM4159525_treat	GSM4159526_treat	GSM4159527_treat	GSM4159528_treat	GSM4159529_treat	GSM4159530_treat	GSM4159531_treat	GSM4159532_treat	GSM4159533_treat	GSM4159534_treat	GSM4159535_treat	GSM4159536_treat	GSM4159537_treat	GSM4159538_treat	GSM4159539_treat	GSM4159540_treat	GSM4159541_treat	GSM4159542_treat	GSM4159543_treat	GSM4159544_treat	GSM4159545_treat	GSM4159546_treat	GSM4159547_treat	GSM4159548_treat
EPHX4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
ABCA4	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1
COL11A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AMY1C	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1
LRIF1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BCL2L15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1
PTGFRN	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
VTCN1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	1
TBX15	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1
BCL9	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1
BOLA1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0
SF3B4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1
ANP32E	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1
GOLPH3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1
HORMAD1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1
VPS72	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1
TDRKH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1
RORC	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1
IVL	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1
SPRR1B	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1
S100A2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1
S100A14	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1
ILF2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
CREB3L4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1
CKS1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1
FLAD1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1
EFNA4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1
EFNA3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
SLC50A1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1
KRTCAP2	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0
MUC1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	1
MTX1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1
RAB25	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1
MEX3A	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GLMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
CCT3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IQGAP3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1
CRABP2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
MRPL24	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	1
CD1A	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1
AIM2	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1
IGSF9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
PIGM	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1
SUMO1P3	1	0	0	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0
SLAMF7	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1
PCP4L1	1	0	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	1
NUF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1
TMCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1
ATP1B1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1
METTL18	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1
CENPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DARS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CACYBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
RALGPS2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
XPR1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LAMC2	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0
PLA2G4A	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1
UCHL5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ASPM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C1orf53	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1
ZNF281	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
TMEM9	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1
LAD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
